"lang"
{
	"Language"		"Portuguese"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"

		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_1_wex"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_1_wex_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#FF9933\">1</font><font color=\"#888888\">/2/3/4/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_1_wex_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_2_wex"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_2_wex_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/</font><font color=\"#FF9933\">2</font><font color=\"#888888\">/3/4/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_2_wex_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_3_wex"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_3_wex_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/</font><font color=\"#FF9933\">3</font><font color=\"#888888\">/4/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_3_wex_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_4_wex"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_4_wex_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/</font><font color=\"#FF9933\">4</font><font color=\"#888888\">/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_4_wex_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_5_wex"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_5_wex_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/</font><font color=\"#FF9933\">5</font><font color=\"#888888\">/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_5_wex_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_6_wex"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_6_wex_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/5/</font><font color=\"#FF9933\">6</font><font color=\"#888888\">/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_6_wex_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_7_wex"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_7_wex_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/5/6/</font><font color=\"#FF9933\">7</font><font color=\"#888888\">/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_7_wex_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_8_wex"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_8_wex_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/5/6/7/</font><font color=\"#FF9933\">8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_8_wex_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_1_wex_half_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_1_wex_half_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#FF9933\">1</font><font color=\"#888888\">/2/3/4/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_1_wex_half_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_2_wex_half_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_2_wex_half_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/</font><font color=\"#FF9933\">2</font><font color=\"#888888\">/3/4/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_2_wex_half_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_3_wex_half_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_3_wex_half_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/</font><font color=\"#FF9933\">3</font><font color=\"#888888\">/4/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_3_wex_half_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_4_wex_half_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_4_wex_half_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/</font><font color=\"#FF9933\">4</font><font color=\"#888888\">/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_4_wex_half_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_5_wex_half_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_5_wex_half_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/</font><font color=\"#FF9933\">5</font><font color=\"#888888\">/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_5_wex_half_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_6_wex_half_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_6_wex_half_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/5/</font><font color=\"#FF9933\">6</font><font color=\"#888888\">/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_6_wex_half_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_7_wex_half_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_7_wex_half_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/5/6/</font><font color=\"#FF9933\">7</font><font color=\"#888888\">/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_7_wex_half_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_8_wex_half_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_8_wex_half_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/5/6/7/</font><font color=\"#FF9933\">8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_8_wex_half_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_1_wex_no_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_1_wex_no_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#FF9933\">1</font><font color=\"#888888\">/2/3/4/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_1_wex_no_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_2_wex_no_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_2_wex_no_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/</font><font color=\"#FF9933\">2</font><font color=\"#888888\">/3/4/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_2_wex_no_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_3_wex_no_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_3_wex_no_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/</font><font color=\"#FF9933\">3</font><font color=\"#888888\">/4/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_3_wex_no_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_4_wex_no_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_4_wex_no_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/</font><font color=\"#FF9933\">4</font><font color=\"#888888\">/5/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_4_wex_no_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_5_wex_no_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_5_wex_no_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/</font><font color=\"#FF9933\">5</font><font color=\"#888888\">/6/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_5_wex_no_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_6_wex_no_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_6_wex_no_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/5/</font><font color=\"#FF9933\">6</font><font color=\"#888888\">/7/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_6_wex_no_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_7_wex_no_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_7_wex_no_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/5/6/</font><font color=\"#FF9933\">7</font><font color=\"#888888\">/8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_7_wex_no_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_8_wex_no_mana_cost"                                      "Inferno"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_8_wex_no_mana_cost_Description"                          "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nCria um quantidade de infernos ao longo de alguns segundos, centralizados ao redor de Invoker. Cada Inferno leva %inferno_explosion_delay% segunds para detonar, causando dano por segundo após sua ativação em uma area de %inferno_radius% unidades até desaparecer %inferno_explosion_duration% segundos depois. O número de infernos criados aumenta por level de Wex, e o dano causado por segundo aumenta por level de Exort.\n\nQUANTIDADE DE INFERNOS (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">1/2/3/4/5/6/7/</font><font color=\"#FF9933\">8</font>"
		"DOTA_Tooltip_Ability_invoker_retro_inferno_level_8_wex_no_mana_cost_inferno_damage_per_second"			  "DANO POR SEGUNDO DE INFERNO (<font color=\"#FF6600\">EXORT</font>):"

		"DOTA_Tooltip_modifier_invoker_retro_inferno_damage_over_time_aura"                    "Inferno"
		"DOTA_Tooltip_modifier_invoker_retro_inferno_damage_over_time_aura_Description"        "Sofrendo dano periódico de cada inferno que você está próximo."
		
		
		
		//Invisibility Aura
		"DOTA_Tooltip_Ability_invoker_retro_invisibility_aura"                            "Invisibility Aura"
		"DOTA_Tooltip_Ability_invoker_retro_invisibility_aura_Description"                "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font>.\n\nUnidades aliadas se tornam invisiveis após um fade time de %fade_time% segundos. Invoker não se torna invisivel. O alcance da aura aumenta por level de Quas."
		"DOTA_Tooltip_Ability_invoker_retro_invisibility_aura_Note0"                      "Como a maioria das auras, o efeito de Invisibility Aura é mantido por .5 segundos adicionais após sair da sua area de efeito."
		"DOTA_Tooltip_Ability_invoker_retro_invisibility_aura_radius"                     "AREA (<font color=\"#0099CC\">QUAS</font>):"

		"DOTA_Tooltip_modifier_invoker_retro_invisibility_aura_effect"                    "Invisibility Aura"
		"DOTA_Tooltip_modifier_invoker_retro_invisibility_aura_effect_Description"        "Invisivel enquanto permanecer próximo de Invoker."
		
		
		
		//Invoke
		"DOTA_Tooltip_Ability_invoker_retro_invoke_12_second_cooldown"                    "Invoke"
		"DOTA_Tooltip_Ability_invoker_retro_invoke_12_second_cooldown_Description"        "Invoker combina os tres reagentes que estão ativos em uma magia. A ordem em que os reagentes estão determina a nova magia que será invocada."
		"DOTA_Tooltip_Ability_invoker_retro_invoke_6_second_cooldown"                     "Invoke"
		"DOTA_Tooltip_Ability_invoker_retro_invoke_6_second_cooldown_Description"         "Invoker combina os tres reagentes que estão ativos em uma magia. A ordem em que os reagentes estão determina a nova magia que será invocada."
		"DOTA_Tooltip_Ability_invoker_retro_invoke_2_second_cooldown"                     "Invoke"
		"DOTA_Tooltip_Ability_invoker_retro_invoke_2_second_cooldown_Description"         "Invoker combina os tres reagentes que estão ativos em uma magia. A ordem em que os reagentes estão determina a nova magia que será invocada."
		"DOTA_Tooltip_Ability_invoker_retro_invoke_0_second_cooldown"                     "Invoke"
		"DOTA_Tooltip_Ability_invoker_retro_invoke_0_second_cooldown_Description"         "Invoker combina os tres reagentes que estão ativos em uma magia. A ordem em que os reagentes estão determina a nova magia que será invocada."

		
		
		//Levitation
		"DOTA_Tooltip_Ability_invoker_retro_levitation"                                   "Levitation"
		"DOTA_Tooltip_Ability_invoker_retro_levitation_Description"                       "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nInvoker se levanta em pleno a tornando-o invulneravel porém impossibilitado de realizar qualquer ação. A duração aumenta por level de Quas, Wex, e Exort."
